method,anomaly_type,pipeline_size,trial,true_root_cause,target_node,rank,top1,top3,top5,reciprocal_rank,false_rc_rate_k5,elapsed_ms,convergence_iters
AnomalyOnly,A2_etl_logic_error,medium_real,5,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,6,0,0,0,0.16666666666666666,1.0,0.015974044799804688,1
Schema-Constraint,A2_etl_logic_error,medium_real,5,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,63,0,0,0,0.015873015873015872,1.0,0.0,0
APA-RCA-v2,A2_etl_logic_error,medium_real,6,ETL_FX_STOCK_6_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,1.8579959869384766,9
APA-RCA-v3,A2_etl_logic_error,medium_real,6,ETL_FX_STOCK_6_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,2.888917922973633,9
AnomalyOnly,A2_etl_logic_error,medium_real,6,ETL_FX_STOCK_6_PRICE,REPORT_LIMIT,6,0,0,0,0.16666666666666666,1.0,0.015735626220703125,1
Schema-Constraint,A2_etl_logic_error,medium_real,6,ETL_FX_STOCK_6_PRICE,REPORT_LIMIT,60,0,0,0,0.016666666666666666,1.0,0.0,0
APA-RCA-v2,A2_etl_logic_error,medium_real,7,ETL_FX_STOCK_12_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,4.069089889526367,9
APA-RCA-v3,A2_etl_logic_error,medium_real,7,ETL_FX_STOCK_12_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,5.460262298583984,9
AnomalyOnly,A2_etl_logic_error,medium_real,7,ETL_FX_STOCK_12_PRICE,REPORT_LIMIT,2,0,1,1,0.5,0.8,0.03695487976074219,1
Schema-Constraint,A2_etl_logic_error,medium_real,7,ETL_FX_STOCK_12_PRICE,REPORT_LIMIT,66,0,0,0,0.015151515151515152,1.0,0.0,0
APA-RCA-v2,A2_etl_logic_error,medium_real,8,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,4.158973693847656,9
APA-RCA-v3,A2_etl_logic_error,medium_real,8,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,1.3511180877685547,9
AnomalyOnly,A2_etl_logic_error,medium_real,8,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,6,0,0,0,0.16666666666666666,1.0,0.015020370483398438,1
Schema-Constraint,A2_etl_logic_error,medium_real,8,ETL_FX_STOCK_9_PRICE,REPORT_LIMIT,63,0,0,0,0.015873015873015872,1.0,0.0,0
APA-RCA-v2,A2_etl_logic_error,medium_real,9,ETL_FX_STOCK_6_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,2.637147903442383,9
APA-RCA-v3,A2_etl_logic_error,medium_real,9,ETL_FX_STOCK_6_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,1.363992691040039,9
AnomalyOnly,A2_etl_logic_error,medium_real,9,ETL_FX_STOCK_6_PRICE,REPORT_LIMIT,6,0,0,0,0.16666666666666666,1.0,0.016927719116210938,1
Schema-Constraint,A2_etl_logic_error,medium_real,9,ETL_FX_STOCK_6_PRICE,REPORT_LIMIT,60,0,0,0,0.016666666666666666,1.0,0.0,0
APA-RCA-v2,A2_etl_logic_error,medium_real,10,ETL_FX_STOCK_10_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,9.847879409790039,9
APA-RCA-v3,A2_etl_logic_error,medium_real,10,ETL_FX_STOCK_10_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,1.458883285522461,9
AnomalyOnly,A2_etl_logic_error,medium_real,10,ETL_FX_STOCK_10_PRICE,REPORT_LIMIT,6,0,0,0,0.16666666666666666,1.0,0.015974044799804688,1
Schema-Constraint,A2_etl_logic_error,medium_real,10,ETL_FX_STOCK_10_PRICE,REPORT_LIMIT,64,0,0,0,0.015625,1.0,0.0,0
APA-RCA-v2,A2_etl_logic_error,medium_real,11,ETL_FX_STOCK_2_PRICE,REPORT_LIMIT,3,0,1,1,0.3333333333333333,0.8,54.39305305480957,9
